rok,vek,uzemi,uzemi_naz,oblast,oblast_naz,kraj,kraj_naz,okres,okres_naz,typ,pocet_ms,pocet_obyv
2024,22,CZ0,Česká republika,CZ02,Střední Čechy,CZ020,Středočeský kraj,CZ0205,Kutná Hora,obyv,NA,686
2024,23,CZ0,Česká republika,CZ02,Střední Čechy,CZ020,Středočeský kraj,CZ0205,Kutná Hora,obyv,NA,701
2024,24,CZ0,Česká republika,CZ02,Střední Čechy,CZ020,Středočeský kraj,CZ0205,Kutná Hora,obyv,NA,699
2024,25,CZ0,Česká republika,CZ02,Střední Čechy,CZ020,Středočeský kraj,CZ0205,Kutná Hora,obyv,NA,698
2024,26,CZ0,Česká republika,CZ02,Střední Čechy,CZ020,Středočeský kraj,CZ0205,Kutná Hora,obyv,NA,760
2024,27,CZ0,Česká republika,CZ02,Střední Čechy,CZ020,Středočeský kraj,CZ0205,Kutná Hora,obyv,NA,731
2024,28,CZ0,Česká republika,CZ02,Střední Čechy,CZ020,Středočeský kraj,CZ0205,Kutná Hora,obyv,NA,717
2024,29,CZ0,Česká republika,CZ02,Střední Čechy,CZ020,Středočeský kraj,CZ0205,Kutná Hora,obyv,NA,806
2025,0,CZ0,Česká republika,CZ02,Střední Čechy,CZ020,Středočeský kraj,CZ0205,Kutná Hora,obyv,NA,572
2025,1,CZ0,Česká republika,CZ02,Střední Čechy,CZ020,Středočeský kraj,CZ0205,Kutná Hora,obyv,NA,583
2025,2,CZ0,Česká republika,CZ02,Střední Čechy,CZ020,Středočeský kraj,CZ0205,Kutná Hora,obyv,NA,666
2025,3,CZ0,Česká republika,CZ02,Střední Čechy,CZ020,Středočeský kraj,CZ0205,Kutná Hora,obyv,NA,717
2025,4,CZ0,Česká republika,CZ02,Střední Čechy,CZ020,Středočeský kraj,CZ0205,Kutná Hora,obyv,NA,873
2025,5,CZ0,Česká republika,CZ02,Střední Čechy,CZ020,Středočeský kraj,CZ0205,Kutná Hora,obyv,NA,817
2025,6,CZ0,Česká republika,CZ02,Střední Čechy,CZ020,Středočeský kraj,CZ0205,Kutná Hora,obyv,NA,804
2025,7,CZ0,Česká republika,CZ02,Střední Čechy,CZ020,Středočeský kraj,CZ0205,Kutná Hora,obyv,NA,872
2025,8,CZ0,Česká republika,CZ02,Střední Čechy,CZ020,Středočeský kraj,CZ0205,Kutná Hora,obyv,NA,931
2025,9,CZ0,Česká republika,CZ02,Střední Čechy,CZ020,Středočeský kraj,CZ0205,Kutná Hora,obyv,NA,860
2025,10,CZ0,Česká republika,CZ02,Střední Čechy,CZ020,Středočeský kraj,CZ0205,Kutná Hora,obyv,NA,932
2025,11,CZ0,Česká republika,CZ02,Střední Čechy,CZ020,Středočeský kraj,CZ0205,Kutná Hora,obyv,NA,841
2025,12,CZ0,Česká republika,CZ02,Střední Čechy,CZ020,Středočeský kraj,CZ0205,Kutná Hora,obyv,NA,776
2025,13,CZ0,Česká republika,CZ02,Střední Čechy,CZ020,Středočeský kraj,CZ0205,Kutná Hora,obyv,NA,872
2025,14,CZ0,Česká republika,CZ02,Střední Čechy,CZ020,Středočeský kraj,CZ0205,Kutná Hora,obyv,NA,881
2025,15,CZ0,Česká republika,CZ02,Střední Čechy,CZ020,Středočeský kraj,CZ0205,Kutná Hora,obyv,NA,876
2025,16,CZ0,Česká republika,CZ02,Střední Čechy,CZ020,Středočeský kraj,CZ0205,Kutná Hora,obyv,NA,848
2025,17,CZ0,Česká republika,CZ02,Střední Čechy,CZ020,Středočeský kraj,CZ0205,Kutná Hora,obyv,NA,895
2025,18,CZ0,Česká republika,CZ02,Střední Čechy,CZ020,Středočeský kraj,CZ0205,Kutná Hora,obyv,NA,936
2025,19,CZ0,Česká republika,CZ02,Střední Čechy,CZ020,Středočeský kraj,CZ0205,Kutná Hora,obyv,NA,818
2025,20,CZ0,Česká republika,CZ02,Střední Čechy,CZ020,Středočeský kraj,CZ0205,Kutná Hora,obyv,NA,808
2025,21,CZ0,Česká republika,CZ02,Střední Čechy,CZ020,Středočeský kraj,CZ0205,Kutná Hora,obyv,NA,714
2025,22,CZ0,Česká republika,CZ02,Střední Čechy,CZ020,Středočeský kraj,CZ0205,Kutná Hora,obyv,NA,673
2025,23,CZ0,Česká republika,CZ02,Střední Čechy,CZ020,Středočeský kraj,CZ0205,Kutná Hora,obyv,NA,689
2025,24,CZ0,Česká republika,CZ02,Střední Čechy,CZ020,Středočeský kraj,CZ0205,Kutná Hora,obyv,NA,698
2025,25,CZ0,Česká republika,CZ02,Střední Čechy,CZ020,Středočeský kraj,CZ0205,Kutná Hora,obyv,NA,699
2025,26,CZ0,Česká republika,CZ02,Střední Čechy,CZ020,Středočeský kraj,CZ0205,Kutná Hora,obyv,NA,700
2025,27,CZ0,Česká republika,CZ02,Střední Čechy,CZ020,Středočeský kraj,CZ0205,Kutná Hora,obyv,NA,760
2025,28,CZ0,Česká republika,CZ02,Střední Čechy,CZ020,Středočeský kraj,CZ0205,Kutná Hora,obyv,NA,736
2025,29,CZ0,Česká republika,CZ02,Střední Čechy,CZ020,Středočeský kraj,CZ0205,Kutná Hora,obyv,NA,719
2026,0,CZ0,Česká republika,CZ02,Střední Čechy,CZ020,Středočeský kraj,CZ0205,Kutná Hora,obyv,NA,561
2026,1,CZ0,Česká republika,CZ02,Střední Čechy,CZ020,Středočeský kraj,CZ0205,Kutná Hora,obyv,NA,574
2026,2,CZ0,Česká republika,CZ02,Střední Čechy,CZ020,Středočeský kraj,CZ0205,Kutná Hora,obyv,NA,587
2026,3,CZ0,Česká republika,CZ02,Střední Čechy,CZ020,Středočeský kraj,CZ0205,Kutná Hora,obyv,NA,663
2026,4,CZ0,Česká republika,CZ02,Střední Čechy,CZ020,Středočeský kraj,CZ0205,Kutná Hora,obyv,NA,724
2026,5,CZ0,Česká republika,CZ02,Střední Čechy,CZ020,Středočeský kraj,CZ0205,Kutná Hora,obyv,NA,874
2026,6,CZ0,Česká republika,CZ02,Střední Čechy,CZ020,Středočeský kraj,CZ0205,Kutná Hora,obyv,NA,820
2026,7,CZ0,Česká republika,CZ02,Střední Čechy,CZ020,Středočeský kraj,CZ0205,Kutná Hora,obyv,NA,806
2026,8,CZ0,Česká republika,CZ02,Střední Čechy,CZ020,Středočeský kraj,CZ0205,Kutná Hora,obyv,NA,874
2026,9,CZ0,Česká republika,CZ02,Střední Čechy,CZ020,Středočeský kraj,CZ0205,Kutná Hora,obyv,NA,935
2026,10,CZ0,Česká republika,CZ02,Střední Čechy,CZ020,Středočeský kraj,CZ0205,Kutná Hora,obyv,NA,867
2026,11,CZ0,Česká republika,CZ02,Střední Čechy,CZ020,Středočeský kraj,CZ0205,Kutná Hora,obyv,NA,935
2026,12,CZ0,Česká republika,CZ02,Střední Čechy,CZ020,Středočeský kraj,CZ0205,Kutná Hora,obyv,NA,846
2026,13,CZ0,Česká republika,CZ02,Střední Čechy,CZ020,Středočeský kraj,CZ0205,Kutná Hora,obyv,NA,783
2026,14,CZ0,Česká republika,CZ02,Střední Čechy,CZ020,Středočeský kraj,CZ0205,Kutná Hora,obyv,NA,873
2026,15,CZ0,Česká republika,CZ02,Střední Čechy,CZ020,Středočeský kraj,CZ0205,Kutná Hora,obyv,NA,887
2026,16,CZ0,Česká republika,CZ02,Střední Čechy,CZ020,Středočeský kraj,CZ0205,Kutná Hora,obyv,NA,878
2026,17,CZ0,Česká republika,CZ02,Střední Čechy,CZ020,Středočeský kraj,CZ0205,Kutná Hora,obyv,NA,872
2026,18,CZ0,Česká republika,CZ02,Střední Čechy,CZ020,Středočeský kraj,CZ0205,Kutná Hora,obyv,NA,911
2026,19,CZ0,Česká republika,CZ02,Střední Čechy,CZ020,Středočeský kraj,CZ0205,Kutná Hora,obyv,NA,930
2026,20,CZ0,Česká republika,CZ02,Střední Čechy,CZ020,Středočeský kraj,CZ0205,Kutná Hora,obyv,NA,817
2026,21,CZ0,Česká republika,CZ02,Střední Čechy,CZ020,Středočeský kraj,CZ0205,Kutná Hora,obyv,NA,810
2026,22,CZ0,Česká republika,CZ02,Střední Čechy,CZ020,Středočeský kraj,CZ0205,Kutná Hora,obyv,NA,717
2026,23,CZ0,Česká republika,CZ02,Střední Čechy,CZ020,Středočeský kraj,CZ0205,Kutná Hora,obyv,NA,677
2026,24,CZ0,Česká republika,CZ02,Střední Čechy,CZ020,Středočeský kraj,CZ0205,Kutná Hora,obyv,NA,686
2026,25,CZ0,Česká republika,CZ02,Střední Čechy,CZ020,Středočeský kraj,CZ0205,Kutná Hora,obyv,NA,698
2026,26,CZ0,Česká republika,CZ02,Střední Čechy,CZ020,Středočeský kraj,CZ0205,Kutná Hora,obyv,NA,701
2026,27,CZ0,Česká republika,CZ02,Střední Čechy,CZ020,Středočeský kraj,CZ0205,Kutná Hora,obyv,NA,700
2026,28,CZ0,Česká republika,CZ02,Střední Čechy,CZ020,Středočeský kraj,CZ0205,Kutná Hora,obyv,NA,765
2026,29,CZ0,Česká republika,CZ02,Střední Čechy,CZ020,Středočeský kraj,CZ0205,Kutná Hora,obyv,NA,738
2027,0,CZ0,Česká republika,CZ02,Střední Čechy,CZ020,Středočeský kraj,CZ0205,Kutná Hora,obyv,NA,552
2027,1,CZ0,Česká republika,CZ02,Střední Čechy,CZ020,Středočeský kraj,CZ0205,Kutná Hora,obyv,NA,564
2027,2,CZ0,Česká republika,CZ02,Střední Čechy,CZ020,Středočeský kraj,CZ0205,Kutná Hora,obyv,NA,578
2027,3,CZ0,Česká republika,CZ02,Střední Čechy,CZ020,Středočeský kraj,CZ0205,Kutná Hora,obyv,NA,584
2027,4,CZ0,Česká republika,CZ02,Střední Čechy,CZ020,Středočeský kraj,CZ0205,Kutná Hora,obyv,NA,669
2027,5,CZ0,Česká republika,CZ02,Střední Čechy,CZ020,Středočeský kraj,CZ0205,Kutná Hora,obyv,NA,726
2027,6,CZ0,Česká republika,CZ02,Střední Čechy,CZ020,Středočeský kraj,CZ0205,Kutná Hora,obyv,NA,876
2027,7,CZ0,Česká republika,CZ02,Střední Čechy,CZ020,Středočeský kraj,CZ0205,Kutná Hora,obyv,NA,822
2027,8,CZ0,Česká republika,CZ02,Střední Čechy,CZ020,Středočeský kraj,CZ0205,Kutná Hora,obyv,NA,808
2027,9,CZ0,Česká republika,CZ02,Střední Čechy,CZ020,Středočeský kraj,CZ0205,Kutná Hora,obyv,NA,878
2027,10,CZ0,Česká republika,CZ02,Střední Čechy,CZ020,Středočeský kraj,CZ0205,Kutná Hora,obyv,NA,943
2027,11,CZ0,Česká republika,CZ02,Střední Čechy,CZ020,Středočeský kraj,CZ0205,Kutná Hora,obyv,NA,870
2027,12,CZ0,Česká republika,CZ02,Střední Čechy,CZ020,Středočeský kraj,CZ0205,Kutná Hora,obyv,NA,941
2027,13,CZ0,Česká republika,CZ02,Střední Čechy,CZ020,Středočeský kraj,CZ0205,Kutná Hora,obyv,NA,855
2027,14,CZ0,Česká republika,CZ02,Střední Čechy,CZ020,Středočeský kraj,CZ0205,Kutná Hora,obyv,NA,784
2027,15,CZ0,Česká republika,CZ02,Střední Čechy,CZ020,Středočeský kraj,CZ0205,Kutná Hora,obyv,NA,879
2027,16,CZ0,Česká republika,CZ02,Střední Čechy,CZ020,Středočeský kraj,CZ0205,Kutná Hora,obyv,NA,889
2027,17,CZ0,Česká republika,CZ02,Střední Čechy,CZ020,Středočeský kraj,CZ0205,Kutná Hora,obyv,NA,902
2027,18,CZ0,Česká republika,CZ02,Střední Čechy,CZ020,Středočeský kraj,CZ0205,Kutná Hora,obyv,NA,887
2027,19,CZ0,Česká republika,CZ02,Střední Čechy,CZ020,Středočeský kraj,CZ0205,Kutná Hora,obyv,NA,905
2027,20,CZ0,Česká republika,CZ02,Střední Čechy,CZ020,Středočeský kraj,CZ0205,Kutná Hora,obyv,NA,928
2027,21,CZ0,Česká republika,CZ02,Střední Čechy,CZ020,Středočeský kraj,CZ0205,Kutná Hora,obyv,NA,819
2027,22,CZ0,Česká republika,CZ02,Střední Čechy,CZ020,Středočeský kraj,CZ0205,Kutná Hora,obyv,NA,813
2027,23,CZ0,Česká republika,CZ02,Střední Čechy,CZ020,Středočeský kraj,CZ0205,Kutná Hora,obyv,NA,720
2027,24,CZ0,Česká republika,CZ02,Střední Čechy,CZ020,Středočeský kraj,CZ0205,Kutná Hora,obyv,NA,674
2027,25,CZ0,Česká republika,CZ02,Střední Čechy,CZ020,Středočeský kraj,CZ0205,Kutná Hora,obyv,NA,686
2027,26,CZ0,Česká republika,CZ02,Střední Čechy,CZ020,Středočeský kraj,CZ0205,Kutná Hora,obyv,NA,700
2027,27,CZ0,Česká republika,CZ02,Střední Čechy,CZ020,Středočeský kraj,CZ0205,Kutná Hora,obyv,NA,701
2027,28,CZ0,Česká republika,CZ02,Střední Čechy,CZ020,Středočeský kraj,CZ0205,Kutná Hora,obyv,NA,705
2027,29,CZ0,Česká republika,CZ02,Střední Čechy,CZ020,Středočeský kraj,CZ0205,Kutná Hora,obyv,NA,767
2028,0,CZ0,Česká republika,CZ02,Střední Čechy,CZ020,Středočeský kraj,CZ0205,Kutná Hora,obyv,NA,544
2028,1,CZ0,Česká republika,CZ02,Střední Čechy,CZ020,Středočeský kraj,CZ0205,Kutná Hora,obyv,NA,554
2028,2,CZ0,Česká republika,CZ02,Střední Čechy,CZ020,Středočeský kraj,CZ0205,Kutná Hora,obyv,NA,567
2028,3,CZ0,Česká republika,CZ02,Střední Čechy,CZ020,Středočeský kraj,CZ0205,Kutná Hora,obyv,NA,575
2028,4,CZ0,Česká republika,CZ02,Střední Čechy,CZ020,Středočeský kraj,CZ0205,Kutná Hora,obyv,NA,590
2028,5,CZ0,Česká republika,CZ02,Střední Čechy,CZ020,Středočeský kraj,CZ0205,Kutná Hora,obyv,NA,671
2028,6,CZ0,Česká republika,CZ02,Střední Čechy,CZ020,Středočeský kraj,CZ0205,Kutná Hora,obyv,NA,728
2028,7,CZ0,Česká republika,CZ02,Střední Čechy,CZ020,Středočeský kraj,CZ0205,Kutná Hora,obyv,NA,878
2028,8,CZ0,Česká republika,CZ02,Střední Čechy,CZ020,Středočeský kraj,CZ0205,Kutná Hora,obyv,NA,824
2028,9,CZ0,Česká republika,CZ02,Střední Čechy,CZ020,Středočeský kraj,CZ0205,Kutná Hora,obyv,NA,812
2028,10,CZ0,Česká republika,CZ02,Střední Čechy,CZ020,Středočeský kraj,CZ0205,Kutná Hora,obyv,NA,885
2028,11,CZ0,Česká republika,CZ02,Střední Čechy,CZ020,Středočeský kraj,CZ0205,Kutná Hora,obyv,NA,946
2028,12,CZ0,Česká republika,CZ02,Střední Čechy,CZ020,Středočeský kraj,CZ0205,Kutná Hora,obyv,NA,875
2028,13,CZ0,Česká republika,CZ02,Střední Čechy,CZ020,Středočeský kraj,CZ0205,Kutná Hora,obyv,NA,951
2028,14,CZ0,Česká republika,CZ02,Střední Čechy,CZ020,Středočeský kraj,CZ0205,Kutná Hora,obyv,NA,855
2028,15,CZ0,Česká republika,CZ02,Střední Čechy,CZ020,Středočeský kraj,CZ0205,Kutná Hora,obyv,NA,790
2028,16,CZ0,Česká republika,CZ02,Střední Čechy,CZ020,Středočeský kraj,CZ0205,Kutná Hora,obyv,NA,881
2028,17,CZ0,Česká republika,CZ02,Střední Čechy,CZ020,Středočeský kraj,CZ0205,Kutná Hora,obyv,NA,913
2028,18,CZ0,Česká republika,CZ02,Střední Čechy,CZ020,Středočeský kraj,CZ0205,Kutná Hora,obyv,NA,918
2028,19,CZ0,Česká republika,CZ02,Střední Čechy,CZ020,Středočeský kraj,CZ0205,Kutná Hora,obyv,NA,881
2028,20,CZ0,Česká republika,CZ02,Střední Čechy,CZ020,Středočeský kraj,CZ0205,Kutná Hora,obyv,NA,903
2028,21,CZ0,Česká republika,CZ02,Střední Čechy,CZ020,Středočeský kraj,CZ0205,Kutná Hora,obyv,NA,931
2028,22,CZ0,Česká republika,CZ02,Střední Čechy,CZ020,Středočeský kraj,CZ0205,Kutná Hora,obyv,NA,822
2028,23,CZ0,Česká republika,CZ02,Střední Čechy,CZ020,Středočeský kraj,CZ0205,Kutná Hora,obyv,NA,817
2028,24,CZ0,Česká republika,CZ02,Střední Čechy,CZ020,Středočeský kraj,CZ0205,Kutná Hora,obyv,NA,717
2028,25,CZ0,Česká republika,CZ02,Střední Čechy,CZ020,Středočeský kraj,CZ0205,Kutná Hora,obyv,NA,674
2028,26,CZ0,Česká republika,CZ02,Střední Čechy,CZ020,Středočeský kraj,CZ0205,Kutná Hora,obyv,NA,688
2028,27,CZ0,Česká republika,CZ02,Střední Čechy,CZ020,Středočeský kraj,CZ0205,Kutná Hora,obyv,NA,700
2028,28,CZ0,Česká republika,CZ02,Střední Čechy,CZ020,Středočeský kraj,CZ0205,Kutná Hora,obyv,NA,706
2028,29,CZ0,Česká republika,CZ02,Střední Čechy,CZ020,Středočeský kraj,CZ0205,Kutná Hora,obyv,NA,707
2029,0,CZ0,Česká republika,CZ02,Střední Čechy,CZ020,Středočeský kraj,CZ0205,Kutná Hora,obyv,NA,539
2029,1,CZ0,Česká republika,CZ02,Střední Čechy,CZ020,Středočeský kraj,CZ0205,Kutná Hora,obyv,NA,547
2029,2,CZ0,Česká republika,CZ02,Střední Čechy,CZ020,Středočeský kraj,CZ0205,Kutná Hora,obyv,NA,558
2029,3,CZ0,Česká republika,CZ02,Střední Čechy,CZ020,Středočeský kraj,CZ0205,Kutná Hora,obyv,NA,564
2029,4,CZ0,Česká republika,CZ02,Střední Čechy,CZ020,Středočeský kraj,CZ0205,Kutná Hora,obyv,NA,581
2029,5,CZ0,Česká republika,CZ02,Střední Čechy,CZ020,Středočeský kraj,CZ0205,Kutná Hora,obyv,NA,591
2029,6,CZ0,Česká republika,CZ02,Střední Čechy,CZ020,Středočeský kraj,CZ0205,Kutná Hora,obyv,NA,672
2029,7,CZ0,Česká republika,CZ02,Střední Čechy,CZ020,Středočeský kraj,CZ0205,Kutná Hora,obyv,NA,729
2029,8,CZ0,Česká republika,CZ02,Střední Čechy,CZ020,Středočeský kraj,CZ0205,Kutná Hora,obyv,NA,881
2029,9,CZ0,Česká republika,CZ02,Střední Čechy,CZ020,Středočeský kraj,CZ0205,Kutná Hora,obyv,NA,827
2029,10,CZ0,Česká republika,CZ02,Střední Čechy,CZ020,Středočeský kraj,CZ0205,Kutná Hora,obyv,NA,818
2029,11,CZ0,Česká republika,CZ02,Střední Čechy,CZ020,Středočeský kraj,CZ0205,Kutná Hora,obyv,NA,888
2029,12,CZ0,Česká republika,CZ02,Střední Čechy,CZ020,Středočeský kraj,CZ0205,Kutná Hora,obyv,NA,952
2029,13,CZ0,Česká republika,CZ02,Střední Čechy,CZ020,Středočeský kraj,CZ0205,Kutná Hora,obyv,NA,884
2029,14,CZ0,Česká republika,CZ02,Střední Čechy,CZ020,Středočeský kraj,CZ0205,Kutná Hora,obyv,NA,952
2029,15,CZ0,Česká republika,CZ02,Střední Čechy,CZ020,Středočeský kraj,CZ0205,Kutná Hora,obyv,NA,862
2029,16,CZ0,Česká republika,CZ02,Střední Čechy,CZ020,Středočeský kraj,CZ0205,Kutná Hora,obyv,NA,791
2029,17,CZ0,Česká republika,CZ02,Střední Čechy,CZ020,Středočeský kraj,CZ0205,Kutná Hora,obyv,NA,905
2029,18,CZ0,Česká republika,CZ02,Střední Čechy,CZ020,Středočeský kraj,CZ0205,Kutná Hora,obyv,NA,930
2029,19,CZ0,Česká republika,CZ02,Střední Čechy,CZ020,Středočeský kraj,CZ0205,Kutná Hora,obyv,NA,912
2029,20,CZ0,Česká republika,CZ02,Střední Čechy,CZ020,Středočeský kraj,CZ0205,Kutná Hora,obyv,NA,880
2029,21,CZ0,Česká republika,CZ02,Střední Čechy,CZ020,Středočeský kraj,CZ0205,Kutná Hora,obyv,NA,906
2029,22,CZ0,Česká republika,CZ02,Střední Čechy,CZ020,Středočeský kraj,CZ0205,Kutná Hora,obyv,NA,935
2029,23,CZ0,Česká republika,CZ02,Střední Čechy,CZ020,Středočeský kraj,CZ0205,Kutná Hora,obyv,NA,827
2029,24,CZ0,Česká republika,CZ02,Střední Čechy,CZ020,Středočeský kraj,CZ0205,Kutná Hora,obyv,NA,813
2029,25,CZ0,Česká republika,CZ02,Střední Čechy,CZ020,Středočeský kraj,CZ0205,Kutná Hora,obyv,NA,717
2029,26,CZ0,Česká republika,CZ02,Střední Čechy,CZ020,Středočeský kraj,CZ0205,Kutná Hora,obyv,NA,676
2029,27,CZ0,Česká republika,CZ02,Střední Čechy,CZ020,Středočeský kraj,CZ0205,Kutná Hora,obyv,NA,688
2029,28,CZ0,Česká republika,CZ02,Střední Čechy,CZ020,Středočeský kraj,CZ0205,Kutná Hora,obyv,NA,704
2029,29,CZ0,Česká republika,CZ02,Střední Čechy,CZ020,Středočeský kraj,CZ0205,Kutná Hora,obyv,NA,708
2030,0,CZ0,Česká republika,CZ02,Střední Čechy,CZ020,Středočeský kraj,CZ0205,Kutná Hora,obyv,NA,535
2030,1,CZ0,Česká republika,CZ02,Střední Čechy,CZ020,Středočeský kraj,CZ0205,Kutná Hora,obyv,NA,541
2030,2,CZ0,Česká republika,CZ02,Střední Čechy,CZ020,Středočeský kraj,CZ0205,Kutná Hora,obyv,NA,550
2030,3,CZ0,Česká republika,CZ02,Střední Čechy,CZ020,Středočeský kraj,CZ0205,Kutná Hora,obyv,NA,555
2030,4,CZ0,Česká republika,CZ02,Střední Čechy,CZ020,Středočeský kraj,CZ0205,Kutná Hora,obyv,NA,570
2030,5,CZ0,Česká republika,CZ02,Střední Čechy,CZ020,Středočeský kraj,CZ0205,Kutná Hora,obyv,NA,582
2030,6,CZ0,Česká republika,CZ02,Střední Čechy,CZ020,Středočeský kraj,CZ0205,Kutná Hora,obyv,NA,593
2030,7,CZ0,Česká republika,CZ02,Střední Čechy,CZ020,Středočeský kraj,CZ0205,Kutná Hora,obyv,NA,674
2030,8,CZ0,Česká republika,CZ02,Střední Čechy,CZ020,Středočeský kraj,CZ0205,Kutná Hora,obyv,NA,731
2030,9,CZ0,Česká republika,CZ02,Střední Čechy,CZ020,Středočeský kraj,CZ0205,Kutná Hora,obyv,NA,885
2030,10,CZ0,Česká republika,CZ02,Střední Čechy,CZ020,Středočeský kraj,CZ0205,Kutná Hora,obyv,NA,834
2030,11,CZ0,Česká republika,CZ02,Střední Čechy,CZ020,Středočeský kraj,CZ0205,Kutná Hora,obyv,NA,821
2030,12,CZ0,Česká republika,CZ02,Střední Čechy,CZ020,Středočeský kraj,CZ0205,Kutná Hora,obyv,NA,893
2030,13,CZ0,Česká republika,CZ02,Střední Čechy,CZ020,Středočeský kraj,CZ0205,Kutná Hora,obyv,NA,961
2030,14,CZ0,Česká republika,CZ02,Střední Čechy,CZ020,Středočeský kraj,CZ0205,Kutná Hora,obyv,NA,885
2030,15,CZ0,Česká republika,CZ02,Střední Čechy,CZ020,Středočeský kraj,CZ0205,Kutná Hora,obyv,NA,958
2030,16,CZ0,Česká republika,CZ02,Střední Čechy,CZ020,Středočeský kraj,CZ0205,Kutná Hora,obyv,NA,863
2030,17,CZ0,Česká republika,CZ02,Střední Čechy,CZ020,Středočeský kraj,CZ0205,Kutná Hora,obyv,NA,813
2030,18,CZ0,Česká republika,CZ02,Střední Čechy,CZ020,Středočeský kraj,CZ0205,Kutná Hora,obyv,NA,921
2030,19,CZ0,Česká republika,CZ02,Střední Čechy,CZ020,Středočeský kraj,CZ0205,Kutná Hora,obyv,NA,923
2030,20,CZ0,Česká republika,CZ02,Střední Čechy,CZ020,Středočeský kraj,CZ0205,Kutná Hora,obyv,NA,910
2030,21,CZ0,Česká republika,CZ02,Střední Čechy,CZ020,Středočeský kraj,CZ0205,Kutná Hora,obyv,NA,883
2030,22,CZ0,Česká republika,CZ02,Střední Čechy,CZ020,Středočeský kraj,CZ0205,Kutná Hora,obyv,NA,909
2030,23,CZ0,Česká republika,CZ02,Střední Čechy,CZ020,Středočeský kraj,CZ0205,Kutná Hora,obyv,NA,939
2030,24,CZ0,Česká republika,CZ02,Střední Čechy,CZ020,Středočeský kraj,CZ0205,Kutná Hora,obyv,NA,823
2030,25,CZ0,Česká republika,CZ02,Střední Čechy,CZ020,Středočeský kraj,CZ0205,Kutná Hora,obyv,NA,813
2030,26,CZ0,Česká republika,CZ02,Střední Čechy,CZ020,Středočeský kraj,CZ0205,Kutná Hora,obyv,NA,719
2030,27,CZ0,Česká republika,CZ02,Střední Čechy,CZ020,Středočeský kraj,CZ0205,Kutná Hora,obyv,NA,675
2030,28,CZ0,Česká republika,CZ02,Střední Čechy,CZ020,Středočeský kraj,CZ0205,Kutná Hora,obyv,NA,693
2030,29,CZ0,Česká republika,CZ02,Střední Čechy,CZ020,Středočeský kraj,CZ0205,Kutná Hora,obyv,NA,707
2031,0,CZ0,Česká republika,CZ02,Střední Čechy,CZ020,Středočeský kraj,CZ0205,Kutná Hora,obyv,NA,535
2031,1,CZ0,Česká republika,CZ02,Střední Čechy,CZ020,Středočeský kraj,CZ0205,Kutná Hora,obyv,NA,538
2031,2,CZ0,Česká republika,CZ02,Střední Čechy,CZ020,Středočeský kraj,CZ0205,Kutná Hora,obyv,NA,544
2031,3,CZ0,Česká republika,CZ02,Střední Čechy,CZ020,Středočeský kraj,CZ0205,Kutná Hora,obyv,NA,547
2031,4,CZ0,Česká republika,CZ02,Střední Čechy,CZ020,Středočeský kraj,CZ0205,Kutná Hora,obyv,NA,560
2031,5,CZ0,Česká republika,CZ02,Střední Čechy,CZ020,Středočeský kraj,CZ0205,Kutná Hora,obyv,NA,571
2031,6,CZ0,Česká republika,CZ02,Střední Čechy,CZ020,Středočeský kraj,CZ0205,Kutná Hora,obyv,NA,583
2031,7,CZ0,Česká republika,CZ02,Střední Čechy,CZ020,Středočeský kraj,CZ0205,Kutná Hora,obyv,NA,594
2031,8,CZ0,Česká republika,CZ02,Střední Čechy,CZ020,Středočeský kraj,CZ0205,Kutná Hora,obyv,NA,676
2031,9,CZ0,Česká republika,CZ02,Střední Čechy,CZ020,Středočeský kraj,CZ0205,Kutná Hora,obyv,NA,734
2031,10,CZ0,Česká republika,CZ02,Střední Čechy,CZ020,Středočeský kraj,CZ0205,Kutná Hora,obyv,NA,892
2031,11,CZ0,Česká republika,CZ02,Střední Čechy,CZ020,Středočeský kraj,CZ0205,Kutná Hora,obyv,NA,837
2031,12,CZ0,Česká republika,CZ02,Střední Čechy,CZ020,Středočeský kraj,CZ0205,Kutná Hora,obyv,NA,826
2031,13,CZ0,Česká republika,CZ02,Střední Čechy,CZ020,Středočeský kraj,CZ0205,Kutná Hora,obyv,NA,903
2031,14,CZ0,Česká republika,CZ02,Střední Čechy,CZ020,Středočeský kraj,CZ0205,Kutná Hora,obyv,NA,962
2031,15,CZ0,Česká republika,CZ02,Střední Čechy,CZ020,Středočeský kraj,CZ0205,Kutná Hora,obyv,NA,891
2031,16,CZ0,Česká republika,CZ02,Střední Čechy,CZ020,Středočeský kraj,CZ0205,Kutná Hora,obyv,NA,960
2031,17,CZ0,Česká republika,CZ02,Střední Čechy,CZ020,Středočeský kraj,CZ0205,Kutná Hora,obyv,NA,887
2031,18,CZ0,Česká republika,CZ02,Střední Čechy,CZ020,Středočeský kraj,CZ0205,Kutná Hora,obyv,NA,828
2031,19,CZ0,Česká republika,CZ02,Střední Čechy,CZ020,Středočeský kraj,CZ0205,Kutná Hora,obyv,NA,915
2031,20,CZ0,Česká republika,CZ02,Střední Čechy,CZ020,Středočeský kraj,CZ0205,Kutná Hora,obyv,NA,922
2031,21,CZ0,Česká republika,CZ02,Střední Čechy,CZ020,Středočeský kraj,CZ0205,Kutná Hora,obyv,NA,913
2031,22,CZ0,Česká republika,CZ02,Střední Čechy,CZ020,Středočeský kraj,CZ0205,Kutná Hora,obyv,NA,886
